job_title,job url,company_title,job_location,job_date
Data Scientist with Python,https://www.linkedin.com/jobs/view/data-scientist-with-python-at-diverse-lynx-3635949450?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=U50booigEVaYIbxBJ15%2FMw%3D%3D&position=16&pageNum=9&trk=public_jobs_jserp-result_search-card,Diverse Lynx,"West Chester, PA",3 weeks ago
Software Engineer,https://www.linkedin.com/jobs/view/software-engineer-at-lockheed-martin-3635522857?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=LtTS2CAPXWSl4W4eK%2BjvbQ%3D%3D&position=17&pageNum=9&trk=public_jobs_jserp-result_search-card,Lockheed Martin,"Littleton, CO",13 hours ago
Software Engineer (Skill Level 0),https://www.linkedin.com/jobs/view/software-engineer-skill-level-0-at-lockheed-martin-3635529015?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=2HMBdk27%2FWhroGWnjnHa%2Fg%3D%3D&position=18&pageNum=9&trk=public_jobs_jserp-result_search-card,Lockheed Martin,"Annapolis Junction, MD",3 weeks ago
Data Scientist with Python,https://www.linkedin.com/jobs/view/data-scientist-with-python-at-diverse-lynx-3635947221?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=CETooPm8SduZ4b3MBUYaeg%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card,Diverse Lynx,"Philadelphia, PA",3 weeks ago
Senior Data Analysis,https://www.linkedin.com/jobs/view/senior-data-analysis-at-at-t-3635751464?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=MK6h9uSp87EWFFTCeS309g%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card,AT&T,"Dallas, TX",1 week ago
AWS Cloud Engineer with AWS || Python || Terraform,https://www.linkedin.com/jobs/view/aws-cloud-engineer-with-aws-python-terraform-at-acetech-group-corporation-3634179085?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=9NFMTaB0AIzO%2BSG23JP4dw%3D%3D&position=21&pageNum=9&trk=public_jobs_jserp-result_search-card,Acetech Group Corporation,"Salt Lake City, UT",9 hours ago
Python Team Lead,https://www.linkedin.com/jobs/view/python-team-lead-at-appcard-inc-3635792411?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=I%2Bow8xl%2BYl2Jaq8bjTEUKg%3D%3D&position=22&pageNum=9&trk=public_jobs_jserp-result_search-card,"AppCard, Inc.","New York, NY",4 hours ago
Data Scientist with Python,https://www.linkedin.com/jobs/view/data-scientist-with-python-at-diverse-lynx-3635945702?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=X2yQhnKM3nhYAbOipvhiTA%3D%3D&position=23&pageNum=9&trk=public_jobs_jserp-result_search-card,Diverse Lynx,"Philadelphia, PA",3 weeks ago
Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-at-ezenius-inc-3634207071?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=6buINWRS6LzoEn%2FfJKCXHw%3D%3D&position=24&pageNum=9&trk=public_jobs_jserp-result_search-card,"Ezenius, Inc","Reston, VA",1 day ago
"Solution Architect (Python, AWS)",https://www.linkedin.com/jobs/view/solution-architect-python-aws-at-genpact-3633765517?refId=F2w2aB%2BNDzlQkqNlWqhiGA%3D%3D&trackingId=ln9IeVBpn98iLbIJ3ZfZ5g%3D%3D&position=25&pageNum=9&trk=public_jobs_jserp-result_search-card,Genpact,"Richardson, TX",16 hours ago
